timestep_time;vehicle_id;vehicle_x;vehicle_y;vehicle_z
27.000;f_1.85;6.97;0.00;12.97
27.000;f_1.86;122.63;0.00;12.97
27.000;f_1.87;183.80;0.00;12.97
27.000;f_1.84;-78.24;0.00;12.97
27.100;f_0.0;107.87;-0.04;9.41
27.100;f_1.85;5.39;0.00;12.97
27.100;f_1.86;121.20;0.00;12.97
27.100;f_1.87;183.64;0.00;12.97
27.100;f_1.84;-79.63;0.00;12.97
27.200;f_0.0;108.00;-0.04;9.41
27.200;f_1.85;3.81;0.00;12.97
27.200;f_1.86;119.76;0.00;12.97
27.200;f_1.87;183.45;0.00;12.97
27.200;f_1.84;-81.01;0.00;12.97
27.300;f_0.0;108.13;-0.04;9.41
27.300;f_1.85;2.22;0.00;12.97
27.300;f_1.86;118.33;0.00;12.97
27.300;f_1.87;183.25;0.00;12.97
27.300;f_1.84;-82.39;0.00;12.97
27.400;f_0.0;108.26;-0.04;9.41
27.400;f_1.85;0.64;0.00;12.97
27.400;f_1.86;116.91;0.00;12.97
27.400;f_1.87;183.02;0.00;12.97
27.400;f_1.84;-83.78;0.00;12.97
27.500;f_0.0;108.39;-0.04;9.41
27.500;f_1.85;-0.94;0.00;12.97
27.500;f_1.86;115.49;0.00;12.97
27.500;f_1.87;182.77;0.00;12.97
27.500;f_1.84;-85.17;0.00;12.97
27.600;f_0.0;108.51;-0.04;9.41
27.600;f_1.85;-2.49;0.00;12.97
27.600;f_1.86;114.08;0.00;12.97
27.600;f_1.87;182.51;0.00;12.97
27.600;f_1.84;-86.52;0.00;12.97
27.700;f_0.0;108.64;-0.04;9.41
27.700;f_1.85;-4.07;0.00;12.97
27.700;f_1.86;112.65;0.00;12.97
27.700;f_1.87;182.22;0.00;12.97
27.700;f_1.84;-87.91;0.00;12.97
27.800;f_0.0;108.77;-0.04;9.41
27.800;f_1.85;-5.65;0.00;12.97
27.800;f_1.86;111.22;0.00;12.97
27.800;f_1.87;181.91;0.00;12.97
27.800;f_1.84;-89.29;0.00;12.97
27.900;f_0.0;108.90;-0.04;9.41
27.900;f_1.85;-7.24;0.00;12.97
27.900;f_1.86;109.79;0.00;12.97
27.900;f_1.87;181.57;0.00;12.97
27.900;f_1.84;-90.68;0.00;12.97
28.000;f_0.0;109.02;-0.04;9.41
28.000;f_1.85;-8.82;0.00;12.97
28.000;f_1.86;108.36;0.00;12.97
28.000;f_1.87;181.21;0.00;12.97
28.000;f_1.84;-92.06;0.00;12.97
28.100;f_0.0;109.15;-0.04;9.41
28.100;f_1.85;-10.40;0.00;12.97
28.100;f_1.86;106.93;0.00;12.97
28.100;f_1.87;180.84;0.00;12.97
28.100;f_1.84;-93.45;0.00;12.97
28.200;f_0.0;109.28;-0.04;9.41
28.200;f_1.85;-11.97;0.00;12.97
28.200;f_1.86;105.50;0.00;12.97
28.200;f_1.87;180.46;0.00;12.97
28.200;f_1.84;-94.83;0.00;12.97
28.300;f_0.0;109.41;-0.04;9.41
28.300;f_1.85;-13.55;0.00;12.97
28.300;f_1.86;104.06;0.00;12.97
28.300;f_1.87;180.06;0.00;12.97
28.300;f_1.84;-96.21;0.00;12.97
28.400;f_0.0;109.53;-0.04;9.41
28.400;f_1.85;-15.14;0.00;12.97
28.400;f_1.86;102.63;0.00;12.97
28.400;f_1.87;179.64;0.00;12.97
28.400;f_1.84;-97.59;0.00;12.97
28.500;f_0.0;109.66;-0.04;9.41
28.500;f_1.85;-16.72;0.00;12.97
28.500;f_1.86;101.20;0.00;12.97
28.500;f_1.87;179.20;0.00;12.97
28.600;f_0.0;109.79;-0.04;9.41
28.600;f_1.85;-18.31;0.00;12.97
28.600;f_1.86;99.77;0.00;12.97
28.600;f_1.87;178.75;0.00;12.97
28.700;f_0.0;109.91;-0.04;9.40
28.700;f_1.85;-19.89;0.00;12.97
28.700;f_1.86;98.35;0.00;12.97
28.700;f_1.87;178.27;0.00;12.97
28.800;f_0.0;110.04;-0.04;9.40
28.800;f_1.85;-21.47;0.00;12.97
28.800;f_1.86;96.92;0.00;12.97
28.800;f_1.87;177.78;0.00;12.97
28.900;f_0.0;110.17;-0.04;9.40
28.900;f_1.85;-22.11;0.00;12.97
28.900;f_1.86;96.35;0.00;12.97
28.900;f_1.87;177.58;0.00;12.97
29.000;f_0.0;110.30;-0.04;9.40
29.000;f_1.85;-28.40;0.00;12.97
29.000;f_1.86;90.67;0.00;12.97
29.000;f_1.87;174.00;0.00;12.97
29.100;f_0.0;110.42;-0.04;9.40
29.100;f_1.85;-34.22;0.00;12.97
29.100;f_1.86;85.42;0.00;12.97
29.100;f_1.87;170.65;0.00;12.97
29.200;f_0.0;110.55;-0.04;9.40
29.200;f_1.85;-39.62;0.00;12.97
29.200;f_1.86;80.55;0.00;12.97
29.200;f_1.87;167.50;0.00;12.97
29.300;f_0.0;110.67;-0.04;9.40
29.300;f_1.85;-44.66;0.00;12.97
29.300;f_1.86;76.00;0.00;12.97
29.300;f_1.87;164.51;0.00;12.97
29.400;f_0.0;110.80;-0.04;9.40
29.400;f_1.85;-49.40;0.00;12.97
29.400;f_1.86;71.72;0.00;12.97
29.400;f_1.87;161.65;0.00;12.97
29.500;f_0.0;110.93;-0.04;9.40
29.500;f_1.85;-53.80;0.00;12.97
29.500;f_1.86;67.75;0.00;12.97
29.500;f_1.87;158.95;0.00;12.97
29.600;f_0.0;111.05;-0.04;9.40
29.600;f_1.85;-57.93;0.00;12.97
29.600;f_1.86;64.02;0.00;12.97
29.600;f_1.87;156.38;0.00;12.97
29.700;f_0.0;111.18;-0.04;9.40
29.700;f_1.85;-61.81;0.00;12.97
29.700;f_1.86;60.52;0.00;12.97
29.700;f_1.87;153.91;0.00;12.97
29.800;f_0.0;111.30;-0.04;9.40
29.800;f_1.85;-65.51;0.00;12.97
29.800;f_1.86;57.19;0.00;12.97
29.800;f_1.87;151.50;0.00;12.97
29.900;f_0.0;111.43;-0.04;9.40
29.900;f_1.85;-68.97;0.00;12.97
29.900;f_1.86;54.05;0.00;12.97
29.900;f_1.87;149.21;0.00;12.97
30.000;f_0.0;111.56;-0.04;9.40
30.000;f_1.85;-72.25;0.00;12.97
30.000;f_1.86;51.10;0.00;12.97
30.000;f_1.87;147.01;0.00;12.97
30.100;f_0.0;111.68;-0.04;9.40
30.100;f_1.85;-75.37;0.00;12.97
30.100;f_1.86;48.29;0.00;12.97
30.100;f_1.87;144.86;0.00;12.97
30.200;f_0.0;111.81;-0.04;9.40
30.200;f_1.85;-78.34;0.00;12.97
30.200;f_1.86;45.61;0.00;12.97
30.200;f_1.87;142.77;0.00;12.97
30.300;f_0.0;111.93;-0.04;9.40
30.300;f_1.85;-81.17;0.00;12.97
30.300;f_1.86;43.06;0.00;12.97
30.300;f_1.87;140.75;0.00;12.97
30.400;f_0.0;112.06;-0.04;9.40
30.400;f_1.85;-83.89;0.00;12.97
30.400;f_1.86;40.60;0.00;12.97
30.400;f_1.87;138.76;0.00;12.97
30.500;f_0.0;112.18;-0.04;9.40
30.500;f_1.85;-86.50;0.00;12.97
30.500;f_1.86;38.25;0.00;12.97
30.500;f_1.87;136.81;0.00;12.97
30.500;f_1.88;184.30;0.00;12.97
30.600;f_0.0;112.31;-0.04;9.40
30.600;f_1.86;35.99;0.00;12.97
30.600;f_1.87;134.90;0.00;12.97
30.600;f_1.88;184.30;0.00;12.97
30.700;f_0.0;112.43;-0.04;9.40
30.700;f_1.86;33.80;0.00;12.97
30.700;f_1.87;133.00;0.00;12.97
30.700;f_1.88;184.27;0.00;12.97
30.800;f_0.0;112.56;-0.04;9.40
30.800;f_1.86;31.69;0.00;12.97
30.800;f_1.87;131.14;0.00;12.97
30.800;f_1.88;184.22;0.00;12.97
30.900;f_0.0;112.68;-0.04;9.40
30.900;f_1.86;29.64;0.00;12.97
30.900;f_1.87;129.32;0.00;12.97
30.900;f_1.88;184.15;0.00;12.97
31.000;f_0.0;112.81;-0.04;9.40
31.000;f_1.86;27.65;0.00;12.97
31.000;f_1.87;127.54;0.00;12.97
31.000;f_1.88;184.05;0.00;12.97
31.100;f_0.0;112.93;-0.04;9.40
31.100;f_1.86;25.72;0.00;12.97
31.100;f_1.87;125.78;0.00;12.97
31.100;f_1.88;183.93;0.00;12.97
31.200;f_0.0;113.06;-0.04;9.40
31.200;f_1.86;23.85;0.00;12.97
31.200;f_1.87;124.06;0.00;12.97
31.200;f_1.88;183.78;0.00;12.97
31.300;f_0.0;113.18;-0.04;9.40
31.300;f_1.86;22.00;0.00;12.97
31.300;f_1.87;122.35;0.00;12.97
31.300;f_1.88;183.62;0.00;12.97
31.400;f_0.0;113.30;-0.04;9.40
31.400;f_1.86;20.17;0.00;12.97
31.400;f_1.87;120.64;0.00;12.97
31.400;f_1.88;183.42;0.00;12.97
31.500;f_0.0;113.43;-0.04;9.40
31.500;f_1.86;18.41;0.00;12.97
31.500;f_1.87;118.98;0.00;12.97
31.500;f_1.88;183.21;0.00;12.97
31.600;f_0.0;113.55;-0.04;9.40
31.600;f_1.86;16.67;0.00;12.97
31.600;f_1.87;117.34;0.00;12.97
31.600;f_1.88;182.98;0.00;12.97
31.700;f_0.0;113.68;-0.04;9.40
31.700;f_1.86;14.98;0.00;12.97
31.700;f_1.87;115.72;0.00;12.97
31.700;f_1.88;182.73;0.00;12.97
31.800;f_0.0;113.80;-0.04;9.40
31.800;f_1.86;13.30;0.00;12.97
31.800;f_1.87;114.11;0.00;12.97
31.800;f_1.88;182.45;0.00;12.97
31.900;f_0.0;113.92;-0.04;9.40
31.900;f_1.86;11.65;0.00;12.97
31.900;f_1.87;112.53;0.00;12.97
31.900;f_1.88;182.16;0.00;12.97
32.000;f_0.0;114.05;-0.04;9.39
32.000;f_1.86;10.02;0.00;12.97
32.000;f_1.87;110.95;0.00;12.97
32.000;f_1.88;181.84;0.00;12.97
32.100;f_0.0;114.17;-0.04;9.39
32.100;f_1.86;8.41;0.00;12.97
32.100;f_1.87;109.38;0.00;12.97
32.100;f_1.88;181.50;0.00;12.97
32.200;f_0.0;114.29;-0.04;9.39
32.200;f_1.86;6.82;0.00;12.97
32.200;f_1.87;107.83;0.00;12.97
32.200;f_1.88;181.15;0.00;12.97
32.300;f_0.0;114.42;-0.04;9.39
32.300;f_1.86;5.25;0.00;12.97
32.300;f_1.87;106.28;0.00;12.97
32.300;f_1.88;180.77;0.00;12.97
32.400;f_0.0;114.54;-0.04;9.39
32.400;f_1.86;3.68;0.00;12.97
32.400;f_1.87;104.74;0.00;12.97
32.400;f_1.88;180.37;0.00;12.97
32.500;f_0.0;114.66;-0.04;9.39
32.500;f_1.86;2.14;0.00;12.97
32.500;f_1.87;103.20;0.00;12.97
32.500;f_1.88;179.96;0.00;12.97
32.600;f_0.0;114.79;-0.04;9.39
32.600;f_1.86;0.60;0.00;12.97
32.600;f_1.87;101.67;0.00;12.97
32.600;f_1.88;179.51;0.00;12.97
32.700;f_0.0;114.91;-0.04;9.39
32.700;f_1.86;-0.93;0.00;12.97
32.700;f_1.87;100.15;0.00;12.97
32.700;f_1.88;179.05;0.00;12.97
32.800;f_0.0;115.03;-0.04;9.39
32.800;f_1.86;-2.45;0.00;12.97
32.800;f_1.87;98.63;0.00;12.97
32.800;f_1.88;178.57;0.00;12.97
32.900;f_0.0;115.16;-0.04;9.39
32.900;f_1.86;-3.95;0.00;12.97
32.900;f_1.87;97.13;0.00;12.97
32.900;f_1.88;178.07;0.00;12.97
33.000;f_0.0;115.28;-0.04;9.39
33.000;f_1.86;-5.46;0.00;12.97
33.000;f_1.87;95.63;0.00;12.97
33.000;f_1.88;177.55;0.00;12.97
33.100;f_0.0;115.40;-0.04;9.39
33.100;f_1.86;-6.92;0.00;12.97
33.100;f_1.87;94.15;0.00;12.97
33.100;f_1.88;177.03;0.00;12.97
33.200;f_0.0;115.52;-0.04;9.39
33.200;f_1.86;-8.41;0.00;12.97
33.200;f_1.87;92.65;0.00;12.97
33.200;f_1.88;176.48;0.00;12.97
33.300;f_0.0;115.65;-0.04;9.39
33.300;f_1.86;-9.89;0.00;12.97
33.300;f_1.87;91.15;0.00;12.97
33.300;f_1.88;175.91;0.00;12.97
33.400;f_0.0;115.77;-0.04;9.39
33.400;f_1.86;-11.38;0.00;12.97
33.400;f_1.87;89.65;0.00;12.97
33.400;f_1.88;175.32;0.00;12.97
33.500;f_0.0;115.89;-0.04;9.39
33.500;f_1.86;-12.84;0.00;12.97
33.500;f_1.87;88.15;0.00;12.97
33.500;f_1.88;174.71;0.00;12.97
33.600;f_0.0;116.01;-0.04;9.39
33.600;f_1.86;-14.34;0.00;12.97
33.600;f_1.87;86.64;0.00;12.97
33.600;f_1.88;174.07;0.00;12.97
33.700;f_0.0;116.13;-0.04;9.39
33.700;f_1.86;-15.80;0.00;12.97
33.700;f_1.87;85.15;0.00;12.97
33.700;f_1.88;173.42;0.00;12.97
33.800;f_0.0;116.26;-0.04;9.39
33.800;f_1.86;-17.26;0.00;12.97
33.800;f_1.87;83.67;0.00;12.97
33.800;f_1.88;172.74;0.00;12.97
33.900;f_0.0;116.38;-0.04;9.39
33.900;f_1.86;-18.69;0.00;12.97
33.900;f_1.87;82.21;0.00;12.97
33.900;f_1.88;172.06;0.00;12.97
34.000;f_0.0;116.50;-0.04;9.39
34.000;f_1.86;-20.15;0.00;12.97
34.000;f_1.87;80.73;0.00;12.97
34.000;f_1.88;171.34;0.00;12.97
34.100;f_0.0;116.62;-0.04;9.39
34.100;f_1.86;-21.61;0.00;12.97
34.100;f_1.87;79.26;0.00;12.97
34.100;f_1.88;170.60;0.00;12.97
34.200;f_0.0;116.74;-0.04;9.39
34.200;f_1.86;-23.06;0.00;12.97
34.200;f_1.87;77.78;0.00;12.97
34.200;f_1.88;169.85;0.00;12.97
34.300;f_0.0;116.87;-0.04;9.39
34.300;f_1.86;-24.50;0.00;12.97
34.300;f_1.87;76.30;0.00;12.97
34.300;f_1.88;169.07;0.00;12.97
34.400;f_0.0;116.99;-0.04;9.39
34.400;f_1.86;-25.95;0.00;12.97
34.400;f_1.87;74.82;0.00;12.97
34.400;f_1.88;168.27;0.00;12.97
34.500;f_0.0;117.11;-0.04;9.39
34.500;f_1.86;-27.39;0.00;12.97
34.500;f_1.87;73.36;0.00;12.97
34.500;f_1.88;167.46;0.00;12.97
34.600;f_0.0;117.23;-0.04;9.39
34.600;f_1.86;-28.83;0.00;12.97
34.600;f_1.87;71.89;0.00;12.97
34.600;f_1.88;166.63;0.00;12.97
34.700;f_0.0;117.35;-0.04;9.39
34.700;f_1.86;-30.28;0.00;12.97
34.700;f_1.87;70.41;0.00;12.97
34.700;f_1.88;165.77;0.00;12.97
34.800;f_0.0;117.47;-0.04;9.39
34.800;f_1.86;-31.72;0.00;12.97
34.800;f_1.87;68.94;0.00;12.97
34.800;f_1.88;164.90;0.00;12.97
34.900;f_0.0;117.59;-0.04;9.39
34.900;f_1.86;-33.16;0.00;12.97
34.900;f_1.87;67.48;0.00;12.97
34.900;f_1.88;164.00;0.00;12.97
35.000;f_0.0;117.71;-0.04;9.39
35.000;f_1.86;-34.60;0.00;12.97
35.000;f_1.87;66.01;0.00;12.97
35.000;f_1.88;163.08;0.00;12.97
35.100;f_0.0;117.83;-0.04;9.39
35.100;f_1.86;-36.04;0.00;12.97
35.100;f_1.87;64.54;0.00;12.97
35.100;f_1.88;162.14;0.00;12.97
35.200;f_0.0;117.95;-0.04;9.39
35.200;f_1.86;-37.48;0.00;12.97
35.200;f_1.87;63.08;0.00;12.97
35.200;f_1.88;161.19;0.00;12.97
35.300;f_0.0;118.07;-0.04;9.39
35.300;f_1.86;-38.92;0.00;12.97
35.300;f_1.87;61.62;0.00;12.97
35.300;f_1.88;160.22;0.00;12.97
35.400;f_0.0;118.19;-0.04;9.39
35.400;f_1.86;-40.36;0.00;12.97
35.400;f_1.87;60.16;0.00;12.97
35.400;f_1.88;159.23;0.00;12.97
35.500;f_0.0;118.31;-0.04;9.38
35.500;f_1.86;-41.80;0.00;12.97
35.500;f_1.87;58.69;0.00;12.97
35.500;f_1.88;158.23;0.00;12.97
35.600;f_0.0;118.44;-0.04;9.38
35.600;f_1.86;-43.23;0.00;12.97
35.600;f_1.87;57.22;0.00;12.97
35.600;f_1.88;157.20;0.00;12.97
35.700;f_0.0;118.56;-0.04;9.38
35.700;f_1.86;-44.67;0.00;12.97
35.700;f_1.87;55.76;0.00;12.97
35.700;f_1.88;156.15;0.00;12.97
35.800;f_0.0;118.68;-0.04;9.38
35.800;f_1.89;184.30;0.00;12.97
35.800;f_1.87;54.29;0.00;12.97
35.800;f_1.88;155.08;0.00;12.97
35.900;f_0.0;118.80;-0.04;9.38
35.900;f_1.89;183.76;0.00;12.97
35.900;f_1.87;50.04;0.00;12.97
35.900;f_1.88;151.56;0.00;12.97
36.000;f_0.0;118.92;-0.04;9.38
36.000;f_1.89;182.91;0.00;12.97
36.000;f_1.87;43.42;0.00;12.97
36.000;f_1.88;146.10;0.00;12.97
36.100;f_0.0;119.03;-0.04;9.38
36.100;f_1.89;182.07;0.00;12.97
36.100;f_1.87;37.29;0.00;12.97
36.100;f_1.88;141.04;0.00;12.97
36.200;f_0.0;119.15;-0.04;9.38
36.200;f_1.89;181.25;0.00;12.97
36.200;f_1.87;31.62;0.00;12.97
36.200;f_1.88;136.35;0.00;12.97
36.300;f_0.0;119.27;-0.04;9.38
36.300;f_1.89;180.44;0.00;12.97
36.300;f_1.87;26.35;0.00;12.97
36.300;f_1.88;131.99;0.00;12.97
36.400;f_0.0;119.39;-0.04;9.38
36.400;f_1.89;179.65;0.00;12.97
36.400;f_1.87;21.45;0.00;12.97
36.400;f_1.88;127.94;0.00;12.97
36.500;f_0.0;119.51;-0.04;9.38
36.500;f_1.89;178.86;0.00;12.97
36.500;f_1.87;16.87;0.00;12.97
36.500;f_1.88;124.15;0.00;12.97
36.600;f_0.0;119.63;-0.04;9.38
36.600;f_1.89;178.08;0.00;12.97
36.600;f_1.87;12.59;0.00;12.97
36.600;f_1.88;120.62;0.00;12.97
36.700;f_0.0;119.75;-0.04;9.38
36.700;f_1.89;177.31;0.00;12.97
36.700;f_1.87;8.58;0.00;12.97
36.700;f_1.88;117.31;0.00;12.97
36.800;f_0.0;119.87;-0.04;9.38
36.800;f_1.89;176.53;0.00;12.97
36.800;f_1.87;4.82;0.00;12.97
36.800;f_1.88;114.19;0.00;12.97
36.900;f_0.0;119.99;-0.04;9.38
36.900;f_1.89;175.74;0.00;12.97
36.900;f_1.87;1.26;0.00;12.97
36.900;f_1.88;111.24;0.00;12.97
37.000;f_0.0;120.11;-0.04;9.38
37.000;f_1.89;174.97;0.00;12.97
37.000;f_1.87;-2.08;0.00;12.97
37.000;f_1.88;108.48;0.00;12.97
37.100;f_0.0;120.23;-0.04;9.38
37.100;f_1.89;174.19;0.00;12.97
37.100;f_1.87;-5.24;0.00;12.97
37.100;f_1.88;105.87;0.00;12.97
37.200;f_0.0;120.35;-0.04;9.38
37.200;f_1.89;173.39;0.00;12.97
37.200;f_1.87;-8.23;0.00;12.97
37.200;f_1.88;103.38;0.00;12.97
37.300;f_0.0;120.46;-0.04;9.38
37.300;f_1.89;172.59;0.00;12.97
37.300;f_1.87;-11.09;0.00;12.97
37.300;f_1.88;101.02;0.00;12.97
37.400;f_0.0;120.58;-0.04;9.38
37.400;f_1.89;171.79;0.00;12.97
37.400;f_1.87;-13.80;0.00;12.97
37.400;f_1.88;98.77;0.00;12.97
37.500;f_0.0;120.70;-0.04;9.38
37.500;f_1.89;170.98;0.00;12.97
37.500;f_1.87;-16.39;0.00;12.97
37.500;f_1.88;96.62;0.00;12.97
37.600;f_0.0;120.82;-0.04;9.38
37.600;f_1.89;170.17;0.00;12.97
37.600;f_1.87;-18.87;0.00;12.97
37.600;f_1.88;94.56;0.00;12.97
37.700;f_0.0;120.94;-0.04;9.38
37.700;f_1.89;169.34;0.00;12.97
37.700;f_1.87;-21.26;0.00;12.97
37.700;f_1.88;92.58;0.00;12.97
37.800;f_0.0;121.06;-0.04;9.38
37.800;f_1.89;168.51;0.00;12.97
37.800;f_1.87;-23.56;0.00;12.97
37.800;f_1.88;90.67;0.00;12.97
37.900;f_0.0;121.17;-0.04;9.38
37.900;f_1.89;167.67;0.00;12.97
37.900;f_1.87;-25.77;0.00;12.97
37.900;f_1.88;88.84;0.00;12.97
38.000;f_0.0;121.29;-0.04;9.38
38.000;f_1.89;166.82;0.00;12.97
38.000;f_1.87;-27.92;0.00;12.97
38.000;f_1.88;87.07;0.00;12.97
38.100;f_0.0;121.41;-0.04;9.38
38.100;f_1.89;165.95;0.00;12.97
38.100;f_1.87;-29.99;0.00;12.97
38.100;f_1.88;85.34;0.00;12.97
38.200;f_0.0;121.53;-0.04;9.38
38.200;f_1.89;165.06;0.00;12.97
38.200;f_1.87;-32.01;0.00;12.97
38.200;f_1.88;83.67;0.00;12.97
38.300;f_0.0;121.65;-0.04;9.38
38.300;f_1.89;164.15;0.00;12.97
38.300;f_1.87;-33.98;0.00;12.97
38.300;f_1.88;82.04;0.00;12.97
38.400;f_0.0;121.76;-0.04;9.38
38.400;f_1.89;163.22;0.00;12.97
38.400;f_1.87;-35.90;0.00;12.97
38.400;f_1.88;80.45;0.00;12.97
38.500;f_0.0;121.88;-0.04;9.38
38.500;f_1.89;162.28;0.00;12.97
38.500;f_1.87;-37.77;0.00;12.97
38.500;f_1.88;78.89;0.00;12.97
38.600;f_0.0;122.00;-0.04;9.38
38.600;f_1.89;161.32;0.00;12.97
38.600;f_1.87;-39.60;0.00;12.97
38.600;f_1.88;77.37;0.00;12.97
38.700;f_0.0;122.12;-0.04;9.38
38.700;f_1.89;160.33;0.00;12.97
38.700;f_1.87;-41.40;0.00;12.97
38.700;f_1.88;75.87;0.00;12.97
38.800;f_0.0;122.23;-0.04;9.38
38.800;f_1.89;159.33;0.00;12.97
38.800;f_1.87;-43.16;0.00;12.97
38.800;f_1.88;74.41;0.00;12.97
38.900;f_0.0;122.35;-0.04;9.38
38.900;f_1.89;158.30;0.00;12.97
38.900;f_1.87;-44.90;0.00;12.97
38.900;f_1.88;72.96;0.00;12.97
39.000;f_0.0;122.47;-0.04;9.38
39.000;f_1.89;157.26;0.00;12.97
39.000;f_1.87;-46.61;0.00;12.97
39.000;f_1.88;71.54;0.00;12.97
39.100;f_0.0;122.58;-0.04;9.37
39.100;f_1.89;156.21;0.00;12.97
39.100;f_1.87;-48.30;0.00;12.97
39.100;f_1.88;70.14;0.00;12.97
39.200;f_0.0;122.70;-0.04;9.37
39.200;f_1.89;155.13;0.00;12.97
39.200;f_1.87;-49.97;0.00;12.97
39.200;f_1.88;68.77;0.00;12.97
39.300;f_0.0;122.82;-0.04;9.37
39.300;f_1.89;154.04;0.00;12.97
39.300;f_1.87;-51.61;0.00;12.97
39.300;f_1.88;67.40;0.00;12.97
39.400;f_0.0;122.93;-0.04;9.37
39.400;f_1.89;152.93;0.00;12.97
39.400;f_1.87;-53.24;0.00;12.97
39.400;f_1.88;66.04;0.00;12.97
39.500;f_0.0;123.05;-0.04;9.37
39.500;f_1.89;151.80;0.00;12.97
39.500;f_1.87;-54.86;0.00;12.97
39.500;f_1.88;64.70;0.00;12.97
39.600;f_0.0;123.17;-0.04;9.37
39.600;f_1.89;150.65;0.00;12.97
39.600;f_1.87;-56.45;0.00;12.97
39.600;f_1.88;63.37;0.00;12.97
39.700;f_0.0;123.28;-0.04;9.37
39.700;f_1.89;149.49;0.00;12.97
39.700;f_1.87;-58.03;0.00;12.97
39.700;f_1.88;62.05;0.00;12.97
39.800;f_0.0;123.40;-0.04;9.37
39.800;f_1.89;148.30;0.00;12.97
39.800;f_1.87;-59.60;0.00;12.97
39.800;f_1.88;60.74;0.00;12.97
39.900;f_0.0;123.52;-0.04;9.37
39.900;f_1.89;147.09;0.00;12.97
39.900;f_1.87;-61.16;0.00;12.97
39.900;f_1.88;59.45;0.00;12.97
40.000;f_0.0;123.63;-0.04;9.37
40.000;f_1.89;145.86;0.00;12.97
40.000;f_1.87;-62.71;0.00;12.97
40.000;f_1.88;58.16;0.00;12.97
40.100;f_0.0;123.75;-0.04;9.37
40.100;f_1.89;144.62;0.00;12.97
40.100;f_1.87;-64.25;0.00;12.97
40.100;f_1.88;56.88;0.00;12.97
40.200;f_0.0;123.86;-0.04;9.37
40.200;f_1.89;143.36;0.00;12.97
40.200;f_1.87;-65.79;0.00;12.97
40.200;f_1.88;55.60;0.00;12.97
40.300;f_0.0;123.98;-0.04;9.37
40.300;f_1.89;142.08;0.00;12.97
40.300;f_1.87;-67.32;0.00;12.97
40.300;f_1.88;54.33;0.00;12.97
40.400;f_0.0;124.10;-0.04;9.37
40.400;f_1.89;140.78;0.00;12.97
40.400;f_1.87;-68.83;0.00;12.97
40.400;f_1.88;53.06;0.00;12.97
40.500;f_0.0;124.21;-0.04;9.37
40.500;f_1.89;139.46;0.00;12.97
40.500;f_1.87;-70.35;0.00;12.97
40.500;f_1.88;51.80;0.00;12.97
40.600;f_0.0;124.33;-0.04;9.37
40.600;f_1.89;138.11;0.00;12.97
40.600;f_1.87;-71.87;0.00;12.97
40.600;f_1.88;50.54;0.00;12.97
40.700;f_0.0;124.44;-0.04;9.37
40.700;f_1.89;136.75;0.00;12.97
40.700;f_1.87;-73.38;0.00;12.97
40.700;f_1.88;49.28;0.00;12.97
40.800;f_0.0;124.56;-0.04;9.37
40.800;f_1.89;135.36;0.00;12.97
40.800;f_1.87;-74.88;0.00;12.97
40.800;f_1.88;48.03;0.00;12.97
40.900;f_0.0;124.67;-0.04;9.37
40.900;f_1.89;133.97;0.00;12.97
40.900;f_1.87;-76.38;0.00;12.97
40.900;f_1.88;46.79;0.00;12.97
41.000;f_0.0;124.79;-0.04;9.37
41.000;f_1.89;132.57;0.00;12.97
41.000;f_1.87;-77.87;0.00;12.97
41.000;f_1.88;45.55;0.00;12.97
41.100;f_0.0;124.90;-0.04;9.37
41.100;f_1.89;131.17;0.00;12.97
41.100;f_1.90;184.30;0.00;12.97
41.100;f_1.87;-79.36;0.00;12.97
41.100;f_1.88;44.31;0.00;12.97
41.200;f_0.0;125.02;-0.04;9.37
41.200;f_1.89;129.77;0.00;12.97
41.200;f_1.90;184.28;0.00;12.97
41.200;f_1.87;-80.85;0.00;12.97
41.200;f_1.88;43.08;0.00;12.97
41.300;f_0.0;125.13;-0.04;9.37
41.300;f_1.89;128.37;0.00;12.97
41.300;f_1.90;184.24;0.00;12.97
41.300;f_1.87;-82.33;0.00;12.97
41.300;f_1.88;41.84;0.00;12.97
41.400;f_0.0;125.25;-0.04;9.37
41.400;f_1.89;126.98;0.00;12.97
41.400;f_1.90;184.18;0.00;12.97
41.400;f_1.87;-83.81;0.00;12.97
41.400;f_1.88;40.60;0.00;12.97
41.500;f_0.0;125.36;-0.04;9.37
41.500;f_1.89;125.58;0.00;12.97
41.500;f_1.90;184.09;0.00;12.97
41.500;f_1.87;-85.29;0.00;12.97
41.500;f_1.88;39.37;0.00;12.97
41.600;f_0.0;125.48;-0.04;9.37
41.600;f_1.89;124.18;0.00;12.97
41.600;f_1.90;183.97;0.00;12.97
41.600;f_1.87;-86.77;0.00;12.97
41.600;f_1.88;38.14;0.00;12.97
41.700;f_0.0;125.59;-0.04;9.37
41.700;f_1.89;122.79;0.00;12.97
41.700;f_1.90;183.83;0.00;12.97
41.700;f_1.87;-88.25;0.00;12.97
41.700;f_1.88;36.91;0.00;12.97
41.800;f_0.0;125.71;-0.04;9.37
41.800;f_1.89;121.39;0.00;12.97
41.800;f_1.90;183.67;0.00;12.97
41.800;f_1.87;-89.73;0.00;12.97
41.800;f_1.88;35.69;0.00;12.97
41.900;f_0.0;125.82;-0.04;9.37
41.900;f_1.89;120.00;0.00;12.97
41.900;f_1.90;183.49;0.00;12.97
