timestep_time;vehicle_id;vehicle_x;vehicle_y;vehicle_z
70.700;f_1.93;33.75;0.00;12.97
70.700;f_1.95;184.28;0.00;12.97
70.700;f_1.92;-65.66;0.00;12.97
70.800;f_0.0;65.78;-0.04;-5.97
70.800;f_1.94;127.95;0.00;12.97
70.800;f_1.93;32.44;0.00;12.97
70.800;f_1.95;184.25;0.00;12.97
70.800;f_1.92;-67.01;0.00;12.97
70.900;f_0.0;65.44;-0.04;-4.74
70.900;f_1.94;126.57;0.00;12.97
70.900;f_1.93;31.14;0.00;12.97
70.900;f_1.95;184.19;0.00;12.97
70.900;f_1.92;-68.35;0.00;12.97
71.000;f_0.0;65.13;-0.04;-3.51
71.000;f_1.94;125.15;0.00;12.97
71.000;f_1.93;29.81;0.00;12.97
71.000;f_1.95;184.10;0.00;12.97
71.000;f_1.92;-69.72;0.00;12.97
71.100;f_0.0;64.87;-0.04;-2.28
71.100;f_1.94;123.73;0.00;12.97
71.100;f_1.93;28.47;0.00;12.97
71.100;f_1.95;183.98;0.00;12.97
71.100;f_1.92;-71.10;0.00;12.97
71.200;f_0.0;64.76;-0.04;-1.02
71.200;f_1.94;122.35;0.00;12.97
71.200;f_1.93;27.17;0.00;12.97
71.200;f_1.95;183.86;0.00;12.97
71.200;f_1.92;-72.45;0.00;12.97
71.300;f_0.0;64.82;-0.04;0.25
71.300;f_1.94;120.94;0.00;12.97
71.300;f_1.93;25.84;0.00;12.97
71.300;f_1.95;183.70;0.00;12.97
71.300;f_1.92;-73.82;0.00;12.97
71.400;f_0.0;65.03;-0.04;1.48
71.400;f_1.94;119.56;0.00;12.97
71.400;f_1.93;24.54;0.00;12.97
71.400;f_1.95;183.54;0.00;12.97
71.400;f_1.92;-75.16;0.00;12.97
71.500;f_0.0;65.40;-0.04;2.66
71.500;f_1.94;118.18;0.00;12.97
71.500;f_1.93;23.24;0.00;12.97
71.500;f_1.95;183.35;0.00;12.97
71.500;f_1.92;-76.50;0.00;12.97
71.600;f_0.0;65.89;-0.04;3.78
71.600;f_1.94;116.79;0.00;12.97
71.600;f_1.93;21.93;0.00;12.97
71.600;f_1.95;183.14;0.00;12.97
71.600;f_1.92;-77.85;0.00;12.97
71.700;f_0.0;66.40;-0.04;4.86
71.700;f_1.94;115.41;0.00;12.97
71.700;f_1.93;20.63;0.00;12.97
71.700;f_1.95;182.91;0.00;12.97
71.700;f_1.92;-79.20;0.00;12.97
71.800;f_0.0;66.97;-0.04;5.89
71.800;f_1.94;114.00;0.00;12.97
71.800;f_1.93;19.30;0.00;12.97
71.800;f_1.95;182.65;0.00;12.97
71.800;f_1.92;-80.58;0.00;12.97
71.900;f_0.0;67.65;-0.04;6.84
71.900;f_1.94;112.62;0.00;12.97
71.900;f_1.93;18.00;0.00;12.97
71.900;f_1.95;182.39;0.00;12.97
71.900;f_1.92;-81.93;0.00;12.97
72.000;f_0.0;68.43;-0.04;7.71
72.000;f_1.94;111.23;0.00;12.97
72.000;f_1.93;16.69;0.00;12.97
72.000;f_1.95;182.11;0.00;12.97
72.000;f_1.92;-83.28;0.00;12.97
72.100;f_0.0;69.21;-0.04;8.55
72.100;f_1.94;109.85;0.00;12.97
72.100;f_1.93;15.38;0.00;12.97
72.100;f_1.95;181.81;0.00;12.97
72.100;f_1.92;-84.62;0.00;12.97
72.200;f_0.0;69.95;-0.04;9.41
72.200;f_1.94;108.44;0.00;12.97
72.200;f_1.93;14.05;0.00;12.97
72.200;f_1.95;181.47;0.00;12.97
72.200;f_1.92;-86.00;0.00;12.97
72.300;f_0.0;70.68;-0.04;10.28
72.300;f_1.94;107.06;0.00;12.97
72.300;f_1.93;12.75;0.00;12.97
72.300;f_1.95;181.12;0.00;12.97
72.300;f_1.92;-87.35;0.00;12.97
72.400;f_0.0;71.42;-0.04;11.14
72.400;f_1.94;105.68;0.00;12.97
72.400;f_1.93;11.45;0.00;12.97
72.400;f_1.95;180.76;0.00;12.97
72.400;f_1.92;-88.70;0.00;12.97
72.500;f_0.0;72.22;-0.04;11.93
72.500;f_1.94;104.29;0.00;12.97
72.500;f_1.93;10.14;0.00;12.97
72.500;f_1.95;180.38;0.00;12.97
72.500;f_1.92;-90.04;0.00;12.97
72.600;f_0.0;73.13;-0.04;12.60
72.600;f_1.94;102.91;0.00;12.97
72.600;f_1.93;8.83;0.00;12.97
72.600;f_1.95;179.97;0.00;12.97
72.600;f_1.92;-91.39;0.00;12.97
72.700;f_0.0;74.11;-0.04;13.14
72.700;f_1.94;101.50;0.00;12.97
72.700;f_1.93;7.49;0.00;12.97
72.700;f_1.95;179.54;0.00;12.97
72.700;f_1.92;-92.76;0.00;12.97
72.800;f_0.0;75.15;-0.04;13.53
72.800;f_1.94;100.13;0.00;12.97
72.800;f_1.93;6.19;0.00;12.97
72.800;f_1.95;179.09;0.00;12.97
72.800;f_1.92;-94.11;0.00;12.97
72.900;f_0.0;76.21;-0.04;13.79
72.900;f_1.94;98.77;0.00;12.97
72.900;f_1.93;4.86;0.00;12.97
72.900;f_1.95;178.61;0.00;12.97
72.900;f_1.92;-95.49;0.00;12.97
73.000;f_0.0;77.29;-0.04;13.88
73.000;f_1.94;97.46;0.00;12.97
73.000;f_1.93;3.53;0.00;12.97
73.000;f_1.95;178.12;0.00;12.97
73.000;f_1.92;-96.87;0.00;12.97
73.100;f_0.0;78.35;-0.04;13.86
73.100;f_1.94;96.20;0.00;12.97
73.100;f_1.93;2.20;0.00;12.97
73.100;f_1.95;177.61;0.00;12.97
73.100;f_1.92;-98.24;0.00;12.97
73.200;f_0.0;79.39;-0.04;13.79
73.200;f_1.94;94.98;0.00;12.97
73.200;f_1.93;0.87;0.00;12.97
73.200;f_1.95;177.08;0.00;12.97
73.300;f_0.0;80.40;-0.04;13.63
73.300;f_1.94;93.81;0.00;12.97
73.300;f_1.93;-0.45;0.00;12.97
73.300;f_1.95;176.54;0.00;12.97
73.400;f_0.0;81.31;-0.04;13.37
73.400;f_1.94;92.71;0.00;12.97
73.400;f_1.93;-1.76;0.00;12.97
73.400;f_1.95;175.99;0.00;12.97
73.500;f_0.0;82.11;-0.04;13.11
73.500;f_1.94;91.63;0.00;12.97
73.500;f_1.93;-3.08;0.00;12.97
73.500;f_1.95;175.41;0.00;12.97
73.600;f_0.0;82.85;-0.04;12.91
73.600;f_1.94;90.61;0.00;12.97
73.600;f_1.93;-4.41;0.00;12.97
73.600;f_1.95;174.81;0.00;12.97
73.700;f_0.0;83.54;-0.04;12.77
73.700;f_1.94;89.66;0.00;12.97
73.700;f_1.93;-5.73;0.00;12.97
73.700;f_1.95;174.19;0.00;12.97
73.800;f_0.0;84.17;-0.04;12.66
73.800;f_1.94;88.80;0.00;12.97
73.800;f_1.93;-7.05;0.00;12.97
73.800;f_1.95;173.54;0.00;12.97
73.900;f_0.0;84.74;-0.04;12.56
73.900;f_1.94;88.04;0.00;12.97
73.900;f_1.93;-8.35;0.00;12.97
73.900;f_1.95;172.90;0.00;12.97
74.000;f_0.0;85.25;-0.04;12.47
74.000;f_1.94;87.37;0.00;12.97
74.000;f_1.93;-9.67;0.00;12.97
74.000;f_1.95;172.22;0.00;12.97
74.100;f_0.0;85.71;-0.04;12.39
74.100;f_1.94;86.78;0.00;12.97
74.100;f_1.93;-10.97;0.00;12.97
74.100;f_1.95;171.54;0.00;12.97
74.200;f_0.0;86.10;-0.04;12.32
74.200;f_1.94;86.28;0.00;12.97
74.200;f_1.93;-12.27;0.00;12.97
74.200;f_1.95;170.83;0.00;12.97
74.300;f_0.0;86.44;-0.04;12.26
74.300;f_1.94;86.20;0.00;12.94
74.300;f_1.93;-13.57;0.00;12.97
74.300;f_1.95;170.10;0.00;12.97
74.400;f_0.0;86.71;-0.04;12.21
74.400;f_1.94;86.48;0.00;12.89
74.400;f_1.93;-14.87;0.00;12.97
74.400;f_1.95;169.35;0.00;12.97
74.500;f_0.0;86.93;-0.04;12.17
74.500;f_1.94;86.70;0.00;12.85
74.500;f_1.93;-16.17;0.00;12.97
74.500;f_1.95;168.59;0.00;12.97
74.600;f_0.0;87.09;-0.04;12.14
74.600;f_1.94;86.86;0.00;12.83
74.600;f_1.93;-17.47;0.00;12.97
74.600;f_1.95;167.80;0.00;12.97
74.700;f_0.0;87.20;-0.04;12.12
74.700;f_1.94;86.97;0.00;12.81
74.700;f_1.93;-18.77;0.00;12.97
74.700;f_1.95;167.00;0.00;12.97
74.800;f_0.0;87.25;-0.04;12.11
74.800;f_1.94;87.03;0.00;12.80
74.800;f_1.93;-20.08;0.00;12.97
74.800;f_1.95;166.17;0.00;12.97
74.900;f_0.0;87.26;-0.04;12.11
74.900;f_1.94;87.04;0.00;12.80
74.900;f_1.93;-21.38;0.00;12.97
74.900;f_1.95;165.33;0.00;12.97
75.000;f_0.0;87.21;-0.04;12.12
75.000;f_1.94;87.04;0.00;12.80
75.000;f_1.93;-22.68;0.00;12.97
75.000;f_1.95;164.47;0.00;12.97
75.100;f_0.0;87.10;-0.04;12.14
75.100;f_1.94;87.04;0.00;12.80
75.100;f_1.93;-23.99;0.00;12.97
75.100;f_1.95;163.59;0.00;12.97
75.200;f_0.0;86.95;-0.04;12.17
75.200;f_1.94;87.04;0.00;12.80
75.200;f_1.93;-25.30;0.00;12.97
75.200;f_1.95;162.68;0.00;12.97
75.300;f_0.0;86.74;-0.04;12.21
75.300;f_1.94;87.04;0.00;12.80
75.300;f_1.93;-26.61;0.00;12.97
75.300;f_1.95;161.76;0.00;12.97
75.400;f_0.0;86.46;-0.04;12.25
75.400;f_1.94;87.04;0.00;12.80
75.400;f_1.93;-27.92;0.00;12.97
75.400;f_1.95;160.81;0.00;12.97
75.500;f_0.0;86.14;-0.04;12.31
75.500;f_1.94;87.04;0.00;12.80
75.500;f_1.93;-29.23;0.00;12.97
75.500;f_1.95;159.85;0.00;12.97
75.600;f_0.0;85.76;-0.04;12.38
75.600;f_1.94;87.04;0.00;12.80
75.600;f_1.93;-30.54;0.00;12.97
75.600;f_1.95;158.87;0.00;12.97
75.700;f_0.0;85.32;-0.04;12.45
75.700;f_1.94;87.04;0.00;12.80
75.700;f_1.93;-31.85;0.00;12.97
75.700;f_1.95;157.87;0.00;12.97
75.800;f_0.0;84.83;-0.04;12.54
75.800;f_1.94;87.04;0.00;12.80
75.800;f_1.93;-33.16;0.00;12.97
75.800;f_1.95;156.85;0.00;12.97
75.900;f_0.0;84.30;-0.04;12.63
75.900;f_1.94;87.04;0.00;12.80
75.900;f_1.93;-34.47;0.00;12.97
75.900;f_1.95;155.80;0.00;12.97
76.000;f_0.0;83.71;-0.04;12.74
76.000;f_1.94;87.04;0.00;12.80
76.000;f_1.93;-35.78;0.00;12.97
76.000;f_1.95;154.74;0.00;12.97
76.100;f_0.0;83.11;-0.04;12.84
76.100;f_1.94;87.04;0.00;12.80
76.100;f_1.93;-37.09;0.00;12.97
76.100;f_1.95;153.65;0.00;12.97
76.200;f_0.0;82.49;-0.04;12.95
76.200;f_1.94;87.04;0.00;12.80
76.200;f_1.93;-38.41;0.00;12.97
76.200;f_1.95;152.54;0.00;12.97
76.300;f_0.0;81.87;-0.04;13.06
76.300;f_1.94;87.04;0.00;12.80
76.300;f_1.93;-39.75;0.00;12.97
76.300;f_1.95;151.38;0.00;12.97
76.400;f_0.0;81.24;-0.04;13.17
76.400;f_1.94;87.04;0.00;12.80
76.400;f_1.93;-41.06;0.00;12.97
76.400;f_1.95;150.23;0.00;12.97
76.500;f_0.0;80.62;-0.04;13.28
76.500;f_1.94;87.04;0.00;12.80
76.500;f_1.93;-42.37;0.00;12.97
76.500;f_1.95;149.06;0.00;12.97
76.600;f_0.0;80.01;-0.04;13.39
76.600;f_1.94;87.04;0.00;12.80
76.600;f_1.93;-43.71;0.00;12.97
76.600;f_1.95;147.85;0.00;12.97
76.700;f_0.0;79.41;-0.04;13.49
76.700;f_1.94;87.04;0.00;12.80
76.700;f_1.93;-45.01;0.00;12.97
76.700;f_1.95;146.65;0.00;12.97
76.800;f_0.0;78.82;-0.04;13.62
76.800;f_1.94;87.04;0.00;12.80
76.800;f_1.93;-46.32;0.00;12.97
76.800;f_1.95;145.43;0.00;12.97
76.900;f_0.0;78.24;-0.04;13.82
76.900;f_1.94;87.04;0.00;12.80
76.900;f_1.93;-47.63;0.00;12.97
76.900;f_1.95;144.19;0.00;12.97
77.000;f_0.0;77.66;-0.04;14.02
77.000;f_1.94;87.04;0.00;12.80
77.000;f_1.93;-48.94;0.00;12.97
77.000;f_1.95;142.93;0.00;12.97
77.100;f_0.0;77.06;-0.04;14.15
77.100;f_1.94;87.04;0.00;12.80
77.100;f_1.93;-50.25;0.00;12.97
77.100;f_1.95;141.65;0.00;12.97
77.200;f_0.0;76.44;-0.04;14.23
77.200;f_1.94;87.04;0.00;12.80
77.200;f_1.93;-51.56;0.00;12.97
77.200;f_1.95;140.35;0.00;12.97
77.300;f_0.0;75.82;-0.04;14.33
77.300;f_1.94;87.04;0.00;12.80
77.300;f_1.93;-52.87;0.00;12.97
77.300;f_1.95;139.02;0.00;12.97
77.400;f_0.0;75.22;-0.04;14.50
77.400;f_1.94;87.04;0.00;12.80
77.400;f_1.93;-54.18;0.00;12.97
77.400;f_1.95;137.67;0.00;12.97
77.500;f_0.0;74.65;-0.04;14.74
77.500;f_1.94;87.04;0.00;12.80
77.500;f_1.93;-55.49;0.00;12.97
77.500;f_1.95;136.31;0.00;12.97
77.600;f_0.0;74.13;-0.04;15.02
77.600;f_1.94;87.04;0.00;12.80
77.600;f_1.93;-56.82;0.00;12.97
77.600;f_1.95;134.89;0.00;12.97
77.700;f_0.0;73.66;-0.04;15.29
77.700;f_1.94;87.04;0.00;12.80
77.700;f_1.93;-58.12;0.00;12.97
77.700;f_1.95;133.49;0.00;12.97
77.800;f_0.0;73.24;-0.04;15.49
77.800;f_1.94;87.04;0.00;12.80
77.800;f_1.93;-59.43;0.00;12.97
77.800;f_1.95;132.08;0.00;12.97
77.800;f_1.96;184.30;0.00;12.97
77.900;f_0.0;72.88;-0.04;15.65
77.900;f_1.94;87.04;0.00;12.80
77.900;f_1.93;-60.74;0.00;12.97
77.900;f_1.95;130.66;0.00;12.97
77.900;f_1.96;184.29;0.00;12.97
78.000;f_0.0;72.58;-0.04;15.75
78.000;f_1.94;87.04;0.00;12.80
78.000;f_1.93;-62.05;0.00;12.97
78.000;f_1.95;129.24;0.00;12.97
78.000;f_1.96;184.25;0.00;12.97
78.100;f_0.0;72.34;-0.04;15.82
78.100;f_1.94;87.04;0.00;12.80
78.100;f_1.93;-63.36;0.00;12.97
78.100;f_1.95;127.82;0.00;12.97
78.100;f_1.96;184.19;0.00;12.97
78.200;f_0.0;72.17;-0.04;15.87
78.200;f_1.94;87.04;0.00;12.80
78.200;f_1.93;-64.67;0.00;12.97
78.200;f_1.95;126.40;0.00;12.97
78.200;f_1.96;184.10;0.00;12.97
78.300;f_0.0;72.05;-0.04;15.89
78.300;f_1.94;87.04;0.00;12.80
78.300;f_1.93;-65.99;0.00;12.97
78.300;f_1.95;124.98;0.00;12.97
78.300;f_1.96;184.00;0.00;12.97
78.400;f_0.0;71.99;-0.04;15.91
78.400;f_1.94;87.04;0.00;12.80
78.400;f_1.93;-67.30;0.00;12.97
78.400;f_1.95;123.57;0.00;12.97
78.400;f_1.96;183.87;0.00;12.97
78.500;f_0.0;71.98;-0.04;15.91
78.500;f_1.94;87.04;0.00;12.80
78.500;f_1.93;-68.62;0.00;12.97
78.500;f_1.95;122.15;0.00;12.97
78.500;f_1.96;183.72;0.00;12.97
78.600;f_0.0;72.03;-0.04;15.90
78.600;f_1.94;87.04;0.00;12.80
78.600;f_1.93;-69.93;0.00;12.97
78.600;f_1.95;120.73;0.00;12.97
78.600;f_1.96;183.55;0.00;12.97
78.700;f_0.0;72.12;-0.04;15.88
78.700;f_1.94;87.04;0.00;12.80
78.700;f_1.93;-71.24;0.00;12.97
78.700;f_1.95;119.31;0.00;12.97
78.700;f_1.96;183.35;0.00;12.97
78.800;f_0.0;72.26;-0.04;15.84
78.800;f_1.94;87.04;0.00;12.80
78.800;f_1.93;-72.55;0.00;12.97
78.800;f_1.95;117.89;0.00;12.97
78.800;f_1.96;183.14;0.00;12.97
78.900;f_0.0;72.44;-0.04;15.80
78.900;f_1.94;87.04;0.00;12.80
78.900;f_1.93;-73.86;0.00;12.97
78.900;f_1.95;116.47;0.00;12.97
78.900;f_1.96;182.91;0.00;12.97
79.000;f_0.0;72.66;-0.04;15.73
79.000;f_1.94;87.04;0.00;12.80
79.000;f_1.93;-75.19;0.00;12.97
79.000;f_1.95;115.02;0.00;12.97
79.000;f_1.96;182.65;0.00;12.97
79.100;f_0.0;72.91;-0.04;15.64
79.100;f_1.94;87.04;0.00;12.80
79.100;f_1.93;-76.50;0.00;12.97
79.100;f_1.95;113.61;0.00;12.97
79.100;f_1.96;182.38;0.00;12.97
79.200;f_0.0;73.20;-0.04;15.53
79.200;f_1.94;87.04;0.00;12.80
79.200;f_1.93;-77.81;0.00;12.97
79.200;f_1.95;112.19;0.00;12.97
79.200;f_1.96;182.08;0.00;12.97
79.300;f_0.0;73.51;-0.04;15.40
79.300;f_1.94;87.04;0.00;12.80
79.300;f_1.93;-79.11;0.00;12.97
79.300;f_1.95;110.78;0.00;12.97
79.300;f_1.96;181.77;0.00;12.97
79.400;f_0.0;73.84;-0.04;15.23
79.400;f_1.94;87.04;0.00;12.80
79.400;f_1.93;-80.42;0.00;12.97
79.400;f_1.95;109.38;0.00;12.97
79.400;f_1.96;181.44;0.00;12.97
79.500;f_0.0;74.18;-0.04;15.03
79.500;f_1.94;87.04;0.00;12.80
79.500;f_1.93;-81.73;0.00;12.97
79.500;f_1.95;108.01;0.00;12.97
79.500;f_1.96;181.09;0.00;12.97
79.600;f_0.0;74.55;-0.04;14.80
79.600;f_1.94;87.04;0.00;12.80
79.600;f_1.93;-83.05;0.00;12.97
79.600;f_1.95;106.66;0.00;12.97
79.600;f_1.96;180.72;0.00;12.97
79.700;f_0.0;74.92;-0.04;14.52
79.700;f_1.94;87.04;0.00;12.80
79.700;f_1.93;-84.36;0.00;12.97
79.700;f_1.95;105.36;0.00;12.97
79.700;f_1.96;180.32;0.00;12.97
79.800;f_0.0;75.30;-0.04;14.23
79.800;f_1.94;87.04;0.00;12.80
79.800;f_1.93;-85.67;0.00;12.97
79.800;f_1.95;104.10;0.00;12.97
79.800;f_1.96;179.91;0.00;12.97
79.900;f_0.0;75.70;-0.04;13.98
79.900;f_1.94;87.04;0.00;12.80
79.900;f_1.93;-86.98;0.00;12.97
79.900;f_1.95;102.89;0.00;12.97
79.900;f_1.96;179.47;0.00;12.97
80.000;f_0.0;76.13;-0.04;13.79
80.000;f_1.94;87.04;0.00;12.80
80.000;f_1.93;-88.29;0.00;12.97
80.000;f_1.95;101.73;0.00;12.97
80.000;f_1.96;179.01;0.00;12.97
80.100;f_0.0;76.57;-0.04;13.65
80.100;f_1.94;87.04;0.00;12.80
80.100;f_1.93;-89.60;0.00;12.97
80.100;f_1.95;100.61;0.00;12.97
80.100;f_1.96;178.53;0.00;12.97
80.200;f_0.0;76.97;-0.04;13.55
80.200;f_1.94;87.04;0.00;12.80
80.200;f_1.93;-90.91;0.00;12.97
80.200;f_1.95;99.54;0.00;12.97
80.200;f_1.96;178.02;0.00;12.97
80.300;f_0.0;77.30;-0.04;13.47
80.300;f_1.94;87.04;0.00;12.80
80.300;f_1.93;-92.22;0.00;12.97
80.300;f_1.95;98.51;0.00;12.97
80.300;f_1.96;177.49;0.00;12.97
80.400;f_0.0;77.61;-0.04;13.40
80.400;f_1.94;87.04;0.00;12.80
80.400;f_1.93;-93.53;0.00;12.97
80.400;f_1.95;97.53;0.00;12.97
80.400;f_1.96;176.93;0.00;12.97
80.500;f_0.0;77.91;-0.04;13.32
80.500;f_1.94;87.04;0.00;12.80
80.500;f_1.93;-94.84;0.00;12.97
80.500;f_1.95;96.59;0.00;12.97
80.500;f_1.96;176.36;0.00;12.97
80.600;f_0.0;78.19;-0.04;13.26
80.600;f_1.94;87.04;0.00;12.80
80.600;f_1.93;-96.15;0.00;12.97
80.600;f_1.95;95.70;0.00;12.97
80.600;f_1.96;175.76;0.00;12.97
80.700;f_0.0;78.40;-0.04;13.21
80.700;f_1.94;87.04;0.00;12.80
80.700;f_1.93;-97.47;0.00;12.97
80.700;f_1.95;94.86;0.00;12.97
80.700;f_1.96;175.15;0.00;12.97
80.800;f_0.0;78.56;-0.04;13.17
80.800;f_1.94;87.04;0.00;12.80
80.800;f_1.95;94.06;0.00;12.97
80.800;f_1.96;174.51;0.00;12.97
80.900;f_0.0;78.67;-0.04;13.14
80.900;f_1.94;87.04;0.00;12.80
80.900;f_1.95;93.31;0.00;12.97
80.900;f_1.96;173.86;0.00;12.97
81.000;f_0.0;78.73;-0.04;13.13
81.000;f_1.94;87.04;0.00;12.80
81.000;f_1.95;92.60;0.00;12.97
81.000;f_1.96;173.19;0.00;12.97
81.100;f_0.0;78.74;-0.04;13.12
81.100;f_1.94;87.04;0.00;12.80
81.100;f_1.95;91.94;0.00;12.97
81.100;f_1.96;172.50;0.00;12.97
81.200;f_0.0;78.71;-0.04;13.13
81.200;f_1.94;86.80;0.02;12.84
81.200;f_1.95;91.48;-0.02;12.93
81.200;f_1.96;171.80;0.00;12.97
81.300;f_0.0;78.65;-0.04;13.15
81.300;f_1.94;86.40;0.03;12.84
81.300;f_1.95;91.07;-0.02;12.92
81.300;f_1.96;171.07;0.00;12.97
81.400;f_0.0;78.59;-0.04;13.16
81.400;f_1.94;86.01;0.04;12.84
81.400;f_1.95;90.68;-0.02;12.92
81.400;f_1.96;170.33;0.00;12.97
81.500;f_0.0;78.53;-0.04;13.18
81.500;f_1.94;85.65;0.04;12.84
81.500;f_1.95;90.32;-0.01;12.92
81.500;f_1.96;169.55;0.00;12.97
81.600;f_0.0;78.47;-0.04;13.19
81.600;f_1.94;85.32;0.04;12.84
81.600;f_1.95;89.99;-0.01;12.92
81.600;f_1.96;168.77;0.00;12.97
81.700;f_0.0;78.40;-0.04;13.21
81.700;f_1.94;85.01;0.04;12.83
81.700;f_1.95;89.68;-0.01;12.92
81.700;f_1.96;167.97;0.00;12.97
81.800;f_0.0;78.34;-0.04;13.22
81.800;f_1.94;84.72;0.04;12.83
81.800;f_1.95;89.39;0.00;12.92
81.800;f_1.96;167.16;0.00;12.97
81.900;f_0.0;78.27;-0.04;13.24
81.900;f_1.94;84.47;0.05;12.83
81.900;f_1.95;89.14;0.00;12.93
81.900;f_1.96;166.31;0.00;12.97
82.000;f_0.0;78.20;-0.04;13.26
82.000;f_1.94;84.25;0.05;12.82
82.000;f_1.95;88.92;0.00;12.93
82.000;f_1.96;165.45;0.00;12.97
82.100;f_0.0;78.12;-0.04;13.28
82.100;f_1.94;84.05;0.05;12.82
82.100;f_1.95;88.72;0.00;12.93
82.100;f_1.96;164.56;0.00;12.97
82.200;f_0.0;78.04;-0.04;13.30
82.200;f_1.94;83.87;0.05;12.82
82.200;f_1.95;88.54;0.00;12.93
82.200;f_1.96;163.68;0.00;12.97
82.300;f_0.0;77.97;-0.04;13.35
82.300;f_1.94;83.69;0.05;12.82
82.300;f_1.95;88.36;0.00;12.93
82.300;f_1.96;162.79;0.00;12.97
82.400;f_0.0;77.90;-0.04;13.40
82.400;f_1.94;83.52;0.05;12.81
82.400;f_1.95;88.19;0.00;12.93
82.400;f_1.96;161.87;0.00;12.97
82.500;f_0.0;77.84;-0.04;13.47
82.500;f_1.94;83.36;0.05;12.81
82.500;f_1.95;88.03;0.00;12.93
82.500;f_1.96;160.94;0.00;12.97
82.600;f_0.0;77.78;-0.04;13.53
82.600;f_1.94;83.20;0.05;12.81
82.600;f_1.95;87.87;0.01;12.94
82.600;f_1.96;159.99;0.00;12.97
82.700;f_0.0;77.71;-0.04;13.58
82.700;f_1.94;83.04;0.05;12.81
82.700;f_1.95;87.71;0.01;12.94
82.700;f_1.96;159.01;0.00;12.97
82.800;f_0.0;77.66;-0.04;13.60
82.800;f_1.94;82.89;0.06;12.80
82.800;f_1.95;87.56;0.01;12.94
82.800;f_1.96;158.02;0.00;12.97
82.900;f_0.0;77.60;-0.04;13.61
82.900;f_1.94;82.75;0.06;12.80
82.900;f_1.95;87.42;0.01;12.94
82.900;f_1.96;157.01;0.00;12.97
83.000;f_0.0;77.55;-0.04;13.62
83.000;f_1.94;82.60;0.06;12.80
83.000;f_1.95;87.27;0.01;12.94
83.000;f_1.96;155.98;0.00;12.97
83.100;f_0.0;77.51;-0.04;13.63
83.100;f_1.94;82.47;0.06;12.79
83.100;f_1.95;87.14;0.01;12.94
83.100;f_1.96;154.90;0.00;12.97
83.200;f_0.0;77.50;-0.04;13.63
83.200;f_1.94;82.33;0.06;12.79
83.200;f_1.95;87.00;0.01;12.94
83.200;f_1.96;153.83;0.00;12.97
83.300;f_0.0;77.54;-0.04;13.60
83.300;f_1.94;82.21;0.06;12.79
83.300;f_1.95;86.88;0.01;12.94
83.300;f_1.96;152.74;0.00;12.97
83.400;f_0.0;77.63;-0.04;13.51
83.400;f_1.94;82.08;0.06;12.79
83.400;f_1.95;86.76;0.01;12.94
83.400;f_1.96;151.64;0.00;12.97
83.500;f_0.0;77.77;-0.04;13.36
83.500;f_1.94;81.97;0.06;12.78
83.500;f_1.95;86.64;0.01;12.94
83.500;f_1.96;150.52;0.00;12.97
83.600;f_0.0;77.93;-0.04;13.16
83.600;f_1.94;81.86;0.06;12.78
83.600;f_1.95;86.53;0.01;12.94
83.600;f_1.96;149.38;0.00;12.97
83.700;f_0.0;78.13;-0.04;12.95
83.700;f_1.94;81.76;0.06;12.78
83.700;f_1.95;86.43;0.01;12.94
83.700;f_1.96;148.22;0.00;12.97
83.800;f_0.0;78.37;-0.04;12.78
83.800;f_1.94;81.66;0.07;12.78
83.800;f_1.95;86.33;0.01;12.94
83.800;f_1.96;147.03;0.00;12.97
83.900;f_0.0;78.62;-0.04;12.72
83.900;f_1.94;81.56;0.07;12.78
83.900;f_1.95;86.23;0.01;12.94
83.900;f_1.96;145.84;0.00;12.97
84.000;f_0.0;78.84;-0.04;12.69
84.000;f_1.94;81.48;0.07;12.77
84.000;f_1.95;86.15;0.01;12.94
84.000;f_1.96;144.64;0.00;12.97
84.100;f_0.0;79.02;-0.04;12.64
84.100;f_1.94;81.45;0.07;12.77
84.100;f_1.95;86.12;0.01;12.95
84.100;f_1.96;143.42;0.00;12.97
84.200;f_0.0;79.19;-0.04;12.59
84.200;f_1.94;81.41;0.07;12.77
84.200;f_1.95;86.08;0.01;12.95
84.200;f_1.96;142.19;0.00;12.97
84.300;f_0.0;79.36;-0.04;12.54
84.300;f_1.94;81.38;0.07;12.77
84.300;f_1.95;86.05;0.01;12.95
84.300;f_1.96;140.94;0.00;12.97
84.400;f_0.0;79.53;-0.04;12.48
84.400;f_1.94;81.35;0.07;12.77
84.400;f_1.95;86.02;0.01;12.95
84.400;f_1.96;139.67;0.00;12.97
84.500;f_0.0;79.71;-0.04;12.42
84.500;f_1.94;81.32;0.07;12.77
84.500;f_1.95;85.99;0.01;12.95
84.500;f_1.96;138.35;0.00;12.97
84.600;f_0.0;79.88;-0.04;12.37
84.600;f_1.94;81.30;0.07;12.77
84.600;f_1.95;85.97;0.01;12.95
84.600;f_1.96;137.05;0.00;12.97
84.700;f_0.0;80.05;-0.04;12.31
84.700;f_1.94;81.27;0.07;12.77
84.700;f_1.95;85.94;0.01;12.95
84.700;f_1.96;135.70;0.00;12.97
84.800;f_0.0;80.22;-0.04;12.26
84.800;f_1.94;81.24;0.07;12.77
84.800;f_1.95;85.92;0.01;12.95
84.800;f_1.96;134.35;0.00;12.97
84.900;f_0.0;80.39;-0.04;12.20
84.900;f_1.94;81.22;0.07;12.77
